site,title,price,price_numeric,description,url,image_url,scraped_date
Graslin Immobilier,"Nantes Dobrée Graslin, T3 - 65m² - 3Pièces",240000€,240000,Ancien,https://graslin-immobilier.com/ancien/nantes-dobree-graslin-t3/,https://graslin-immobilier.com/wp-content/uploads/soleil-salon-512x341.png,2026-02-04
Graslin Immobilier,"Nantes Zola Canclaux, T1 bis - 30m² - 1Pièces",122000€,122000,Ancien,https://graslin-immobilier.com/ancien/nantes-zola-canclaux-t1-bis/,https://graslin-immobilier.com/wp-content/uploads/ChatGPT-Image-30-janv.-2026-16_52_59-512x341.png,2026-02-04
Graslin Immobilier,"Nantes Quai de la Fosse, bureau profession libérale en RDC - 65m² - 4Pièces",155000€,155000,Ancien,https://graslin-immobilier.com/ancien/nantes-quai-de-la-fosse-bureau-profession-liberale-en-rdc/,https://graslin-immobilier.com/wp-content/uploads/Salle-Fosse-2-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes Canclaux, 3 pièces - 62m² - 3Pièces",365000€,365000,Ancien,https://graslin-immobilier.com/ancien/nantes-canclaux-3-pieces/,https://graslin-immobilier.com/wp-content/uploads/A-16-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes Butte Sainte-Anne, 3 pièces - 71m² - 3Pièces",346000€,346000,Ancien,https://graslin-immobilier.com/ancien/nantes-butte-sainte-anne-3-pieces/,https://graslin-immobilier.com/wp-content/uploads/terrasse-meublee-1-512x373.png,2026-02-04
Graslin Immobilier,"Nantes Place de la Bourse, 2 pièces - 44m² - 2Pièces",200000€,200000,Ancien,https://graslin-immobilier.com/ancien/nantes-place-de-la-bourse-2-pieces/,https://graslin-immobilier.com/wp-content/uploads/vue-512x374.png,2026-02-04
Graslin Immobilier,"Nantes Feydeau, 2 pièces - 44m² - 2Pièces",175000€,175000,Ancien,https://graslin-immobilier.com/ancien/nantes-feydeau-2-pieces-2/,https://graslin-immobilier.com/wp-content/uploads/Parties-Communes-5-512x384.jpg,2026-02-04
Graslin Immobilier,Nantes Graslin 2 pièces - 41m² - 2Pièces,169900€,169900,Ancien,https://graslin-immobilier.com/ancien/nantes-graslin-2-pieces-3/,https://graslin-immobilier.com/wp-content/uploads/SALON-SOLEIL-1-1-512x341.png,2026-02-04
Graslin Immobilier,"Nantes Graslin/Cambronne, 3 pièces - 45m² - 3Pièces",210000€,210000,Ancien,https://graslin-immobilier.com/ancien/nantes-graslin-cambronne-3-pieces/,https://graslin-immobilier.com/wp-content/uploads/fd734403-9dee-4b0d-aec2-c6539a9ed916-512x382.jpg,2026-02-04
Graslin Immobilier,"Nantes, Hauts-Pavés – Saint-Félix, Maison 4 pièces - 115m² - 4Pièces",,,"Ancien, déjà vendu",https://graslin-immobilier.com/ancien/nantes-hauts-paves-saint-felix-maison-4-pieces-2/,https://graslin-immobilier.com/wp-content/uploads/jardin-512x341.png,2026-02-04
Graslin Immobilier,Nantes Ile de Nantes 4 pièces duplex - 116m² - 4Pièces,399500€,399500,Ancien,https://graslin-immobilier.com/ancien/nantes-ile-de-nantes-4-pieces-duplex/,https://graslin-immobilier.com/wp-content/uploads/terrasse-meublee-512x341.png,2026-02-04
Graslin Immobilier,"Nantes Pavillon Cambronne, 4 pièces - 91m² - 4Pièces",415000€,415000,Ancien,https://graslin-immobilier.com/ancien/nantes-pavillon-cambronne-4-pieces/,https://graslin-immobilier.com/wp-content/uploads/IMG_E6063_Object-Removal-2-512x384.jpg,2026-02-04
Graslin Immobilier,Nantes Graslin 5 pièces - 98m² - 5Pièces,,,"Ancien, déjà vendu",https://graslin-immobilier.com/ancien/nantes-graslin-5-pieces-4/,https://graslin-immobilier.com/wp-content/uploads/ChatGPT-Image-3-oct.-2025-15_55_43-512x341.png,2026-02-04
Graslin Immobilier,"Nantes Création, 3 pièces - 63m² - 3Pièces",300000€,300000,Ancien,https://graslin-immobilier.com/ancien/nantes-creation-3-pieces/,https://graslin-immobilier.com/wp-content/uploads/ChatGPT-Image-25-sept.-2025-14_37_14-512x341.png,2026-02-04
Graslin Immobilier,"Nantes Machines de l’île, 5 pièces - 128m² - 5Pièces",615000€,615000,Ancien,https://graslin-immobilier.com/ancien/nantes-machines-de-lile-5-pieces/,https://graslin-immobilier.com/wp-content/uploads/Tt3-1-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes République, 4 pièces - 89m² - 4Pièces",495000€,495000,Ancien,https://graslin-immobilier.com/ancien/nantes-republique-4-pieces/,https://graslin-immobilier.com/wp-content/uploads/2-194-512x341.jpg,2026-02-04
Graslin Immobilier,"Nantes René-Bouhier, 4 pièces - 83m² - 4Pièces",459000€,459000,Ancien,https://graslin-immobilier.com/ancien/nantes-rene-bouhier-4-pieces/,https://graslin-immobilier.com/wp-content/uploads/salle-a-manger-6-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes Bastille, 3 pièces - 70m² - 3Pièces",289900€,289900,Ancien,https://graslin-immobilier.com/ancien/nantes-monselet-3-pieces-2/,https://graslin-immobilier.com/wp-content/uploads/1-199-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes Canclaux, 2 pièces - 44m² - 2Pièces",,,"Ancien, déjà vendu",https://graslin-immobilier.com/ancien/nantes-canclaux-2-pieces/,https://graslin-immobilier.com/wp-content/uploads/balcon-table-512x341.png,2026-02-04
Graslin Immobilier,"Nantes Saint-Félix, Studio - 34m² - 1Pièces",145000€,145000,Ancien,https://graslin-immobilier.com/ancien/t1-saint-felix-pour-investisseur/,https://graslin-immobilier.com/wp-content/uploads/facade-512x384.png,2026-02-04
Graslin Immobilier,Nantes Quai de la Fosse 2 pièces - 58m² - 2Pièces,232000€,232000,Ancien,https://graslin-immobilier.com/ancien/nantes-quai-de-la-fosse-2-pieces-2/,https://graslin-immobilier.com/wp-content/uploads/Salon1-9-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes Caserne Mellinet, T2 - 43m² - 2Pièces",255000€,255000,Ancien,https://graslin-immobilier.com/ancien/nantes-caserne-mellinet-t2/,https://graslin-immobilier.com/wp-content/uploads/Loggia-4-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes Caserne Mellinet, Studio - 27m² - 1Pièces",215000€,215000,Ancien,https://graslin-immobilier.com/ancien/nantes-caserne-mellinet-studio/,https://graslin-immobilier.com/wp-content/uploads/Terrasse-14-512x384.jpg,2026-02-04
Graslin Immobilier,"Nantes, Hauts-Pavés – Saint-Félix, Maison 4 pièces - 116m² - 4Pièces",,,"Ancien, déjà vendu",https://graslin-immobilier.com/ancien/nantes-hauts-paves-saint-felix-maison-4-pieces/,https://graslin-immobilier.com/wp-content/uploads/IMG_3315-512x384.jpg,2026-02-04
